#
0,Metric,CPUMetrics,CPUPercentUtil,1,2019-02-27T00:15:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,72,2019-02-27T00:15:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,74,2019-02-27T00:15:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,3,2019-02-27T00:15:02-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
54,Metric,CPUMetrics,CPUPercentUtil,19,2019-02-27T00:15:56-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
55,Metric,CPUMetrics,CPUPercentUtil,74,2019-02-27T00:15:57-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
57,Metric,CPUMetrics,CPUPercentUtil,20,2019-02-27T00:15:59-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
60,Metric,CPUMetrics,CPUPercentUtil,21,2019-02-27T00:16:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:16:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,73,2019-02-27T00:16:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,21,2019-02-27T00:16:02-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
63,Metric,CPUMetrics,CPUPercentUtil,22,2019-02-27T00:16:05-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
65,Metric,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:16:07-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
66,Metric,CPUMetrics,CPUPercentUtil,23,2019-02-27T00:16:08-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
69,Metric,CPUMetrics,CPUPercentUtil,24,2019-02-27T00:16:11-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
70,Metric,CPUMetrics,CPUPercentUtil,78,2019-02-27T00:16:12-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,58,2019-02-27T00:16:12-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,24,2019-02-27T00:16:12-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
72,Metric,CPUMetrics,CPUPercentUtil,25,2019-02-27T00:16:14-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
75,Metric,CPUMetrics,CPUPercentUtil,26,2019-02-27T00:16:17-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,78,2019-02-27T00:16:17-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
78,Metric,CPUMetrics,CPUPercentUtil,27,2019-02-27T00:16:20-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
80,Metric,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:16:22-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,55,2019-02-27T00:16:22-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,27,2019-02-27T00:16:22-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
81,Metric,CPUMetrics,CPUPercentUtil,28,2019-02-27T00:16:23-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
84,Metric,CPUMetrics,CPUPercentUtil,29,2019-02-27T00:16:26-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
85,Metric,CPUMetrics,CPUPercentUtil,72,2019-02-27T00:16:27-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
87,Metric,CPUMetrics,CPUPercentUtil,30,2019-02-27T00:16:29-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
90,Metric,CPUMetrics,CPUPercentUtil,31,2019-02-27T00:16:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:16:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,65,2019-02-27T00:16:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,30,2019-02-27T00:16:32-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
93,Metric,CPUMetrics,CPUPercentUtil,32,2019-02-27T00:16:35-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
95,Metric,CPUMetrics,CPUPercentUtil,71,2019-02-27T00:16:37-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
96,Metric,CPUMetrics,CPUPercentUtil,33,2019-02-27T00:16:38-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
99,Metric,CPUMetrics,CPUPercentUtil,34,2019-02-27T00:16:41-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
100,Metric,CPUMetrics,CPUPercentUtil,75,2019-02-27T00:16:42-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,58,2019-02-27T00:16:42-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,33,2019-02-27T00:16:42-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
102,Metric,CPUMetrics,CPUPercentUtil,35,2019-02-27T00:16:44-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
105,Metric,CPUMetrics,CPUPercentUtil,36,2019-02-27T00:16:47-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,73,2019-02-27T00:16:47-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
108,Metric,CPUMetrics,CPUPercentUtil,37,2019-02-27T00:16:50-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
110,Metric,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:16:52-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,56,2019-02-27T00:16:52-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,36,2019-02-27T00:16:52-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
111,Metric,CPUMetrics,CPUPercentUtil,38,2019-02-27T00:16:53-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
114,Metric,CPUMetrics,CPUPercentUtil,39,2019-02-27T00:16:56-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
115,Metric,CPUMetrics,CPUPercentUtil,72,2019-02-27T00:16:57-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
117,Metric,CPUMetrics,CPUPercentUtil,40,2019-02-27T00:16:59-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
120,Metric,CPUMetrics,CPUPercentUtil,41,2019-02-27T00:17:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,80,2019-02-27T00:17:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,51,2019-02-27T00:17:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,39,2019-02-27T00:17:02-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
123,Metric,CPUMetrics,CPUPercentUtil,42,2019-02-27T00:17:05-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
125,Metric,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:17:07-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
126,Metric,CPUMetrics,CPUPercentUtil,43,2019-02-27T00:17:08-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
129,Metric,CPUMetrics,CPUPercentUtil,44,2019-02-27T00:17:11-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
130,Metric,CPUMetrics,CPUPercentUtil,72,2019-02-27T00:17:12-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,55,2019-02-27T00:17:12-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,42,2019-02-27T00:17:12-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
132,Metric,CPUMetrics,CPUPercentUtil,45,2019-02-27T00:17:14-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
135,Metric,CPUMetrics,CPUPercentUtil,46,2019-02-27T00:17:17-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:17:17-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
138,Metric,CPUMetrics,CPUPercentUtil,47,2019-02-27T00:17:20-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
140,Metric,CPUMetrics,CPUPercentUtil,77,2019-02-27T00:17:22-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,74,2019-02-27T00:17:22-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,45,2019-02-27T00:17:22-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
141,Metric,CPUMetrics,CPUPercentUtil,48,2019-02-27T00:17:23-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
144,Metric,CPUMetrics,CPUPercentUtil,49,2019-02-27T00:17:26-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
145,Metric,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:17:27-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
147,Metric,CPUMetrics,CPUPercentUtil,50,2019-02-27T00:17:29-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
150,Metric,CPUMetrics,CPUPercentUtil,51,2019-02-27T00:17:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,77,2019-02-27T00:17:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,47,2019-02-27T00:17:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,48,2019-02-27T00:17:32-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
153,Metric,CPUMetrics,CPUPercentUtil,52,2019-02-27T00:17:35-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
155,Metric,CPUMetrics,CPUPercentUtil,73,2019-02-27T00:17:37-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
156,Metric,CPUMetrics,CPUPercentUtil,53,2019-02-27T00:17:38-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
159,Metric,CPUMetrics,CPUPercentUtil,54,2019-02-27T00:17:41-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
160,Metric,CPUMetrics,CPUPercentUtil,71,2019-02-27T00:17:42-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,47,2019-02-27T00:17:42-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,51,2019-02-27T00:17:42-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
162,Metric,CPUMetrics,CPUPercentUtil,55,2019-02-27T00:17:44-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
165,Metric,CPUMetrics,CPUPercentUtil,56,2019-02-27T00:17:47-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,72,2019-02-27T00:17:47-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
168,Metric,CPUMetrics,CPUPercentUtil,57,2019-02-27T00:17:50-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
170,Metric,CPUMetrics,CPUPercentUtil,80,2019-02-27T00:17:52-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,46,2019-02-27T00:17:52-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,54,2019-02-27T00:17:52-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
171,Metric,CPUMetrics,CPUPercentUtil,58,2019-02-27T00:17:53-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
174,Metric,CPUMetrics,CPUPercentUtil,59,2019-02-27T00:17:56-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
175,Metric,CPUMetrics,CPUPercentUtil,76,2019-02-27T00:17:57-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
177,Metric,CPUMetrics,CPUPercentUtil,60,2019-02-27T00:17:59-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
180,Metric,CPUMetrics,CPUPercentUtil,61,2019-02-27T00:18:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:18:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:18:02-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,57,2019-02-27T00:18:02-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
183,Metric,CPUMetrics,CPUPercentUtil,62,2019-02-27T00:18:05-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
185,Metric,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:18:07-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
186,Metric,CPUMetrics,CPUPercentUtil,63,2019-02-27T00:18:08-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
189,Metric,CPUMetrics,CPUPercentUtil,64,2019-02-27T00:18:11-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
190,Metric,CPUMetrics,CPUPercentUtil,80,2019-02-27T00:18:12-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,60,2019-02-27T00:18:12-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,60,2019-02-27T00:18:12-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
192,Metric,CPUMetrics,CPUPercentUtil,65,2019-02-27T00:18:14-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
195,Metric,CPUMetrics,CPUPercentUtil,66,2019-02-27T00:18:17-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:18:17-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
198,Metric,CPUMetrics,CPUPercentUtil,67,2019-02-27T00:18:20-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
200,Metric,CPUMetrics,CPUPercentUtil,78,2019-02-27T00:18:22-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,79,2019-02-27T00:18:22-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,63,2019-02-27T00:18:22-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
201,Metric,CPUMetrics,CPUPercentUtil,68,2019-02-27T00:18:23-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
204,Metric,CPUMetrics,CPUPercentUtil,69,2019-02-27T00:18:26-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
205,Metric,CPUMetrics,CPUPercentUtil,78,2019-02-27T00:18:27-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
207,Metric,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:18:29-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
210,Metric,CPUMetrics,CPUPercentUtil,71,2019-02-27T00:18:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,73,2019-02-27T00:18:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,84,2019-02-27T00:18:32-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,66,2019-02-27T00:18:32-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
213,Metric,CPUMetrics,CPUPercentUtil,72,2019-02-27T00:18:35-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
215,Metric,CPUMetrics,CPUPercentUtil,70,2019-02-27T00:18:37-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
216,Metric,CPUMetrics,CPUPercentUtil,73,2019-02-27T00:18:38-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
219,Metric,CPUMetrics,CPUPercentUtil,74,2019-02-27T00:18:41-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
220,Metric,CPUMetrics,CPUPercentUtil,76,2019-02-27T00:18:42-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,81,2019-02-27T00:18:42-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,69,2019-02-27T00:18:42-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
222,Metric,CPUMetrics,CPUPercentUtil,75,2019-02-27T00:18:44-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
225,Metric,CPUMetrics,CPUPercentUtil,76,2019-02-27T00:18:47-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,CPUMetrics,CPUPercentUtil,78,2019-02-27T00:18:47-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,
228,Metric,CPUMetrics,CPUPercentUtil,77,2019-02-27T00:18:50-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
230,Metric,CPUMetrics,CPUPercentUtil,80,2019-02-27T00:18:52-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/2/CPUUtil,CPUMetrics,CPUPercentUtil,48,2019-02-27T00:18:52-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/3/CPUUtil,MemoryMetrics,MemoryPercentUtil,72,2019-02-27T00:18:52-0500,/redfish/v1/Chassis/Tray_2/Memory/MemoryControl/1/MemoryUtil,
231,Metric,CPUMetrics,CPUPercentUtil,78,2019-02-27T00:18:53-0500,/redfish/v1/Chassis/Tray_1/CPU/CPUControl/1/CPUUtil,
